24-06-13 12:50:08.636 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.ERP.ErpApplication for test class com.ERP.controllersTest.LeavesControllerTest 
24-06-13 12:50:09.353 [main] INFO  o.s.b.d.r.RestartApplicationListener - Restart disabled due to context in which it is running 
24-06-13 12:50:09.693 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final 
24-06-13 12:50:09.735 [main] INFO  c.E.c.LeavesControllerTest - Starting LeavesControllerTest using Java 17.0.11 with PID 1332 (started by Raman in D:\RamansERP) 
24-06-13 12:50:09.735 [main] INFO  c.E.c.LeavesControllerTest - No active profile set, falling back to 1 default profile: "default" 
24-06-13 12:50:11.195 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 9c9e3b24-11cd-4851-9abc-3b3aba65643e

This generated password is for development use only. Your security configuration must be updated before running your application in production.
 
24-06-13 12:50:12.159 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@672d8370, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@13137835, org.springframework.security.web.context.SecurityContextHolderFilter@70805849, org.springframework.security.web.header.HeaderWriterFilter@6802d023, org.springframework.web.filter.CorsFilter@4f82248f, org.springframework.security.web.authentication.logout.LogoutFilter@2820b369, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4a41caed, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6b4fd7d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@22002459, org.springframework.security.web.access.ExceptionTranslationFilter@8ce3f27, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@517bdce0] 
24-06-13 12:50:12.745 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet '' 
24-06-13 12:50:12.745 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet '' 
24-06-13 12:50:12.745 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms 
24-06-13 12:50:12.814 [main] INFO  c.E.c.LeavesControllerTest - Started LeavesControllerTest in 3.461 seconds (process running for 8.879) 
24-06-13 12:50:13.115 [main] INFO  c.E.security.JwtAuthenticationFilter - Header: null 
24-06-13 12:50:13.115 [main] INFO  c.E.security.JwtAuthenticationFilter - Invalid Authorization header. 
24-06-13 12:50:13.563 [main] INFO  c.E.security.JwtAuthenticationFilter - Header: null 
24-06-13 12:50:13.563 [main] INFO  c.E.security.JwtAuthenticationFilter - Invalid Authorization header. 
24-06-13 12:50:13.600 [main] INFO  c.E.security.JwtAuthenticationFilter - Header: null 
24-06-13 12:50:13.600 [main] INFO  c.E.security.JwtAuthenticationFilter - Invalid Authorization header. 
24-06-13 12:50:13.647 [main] INFO  c.E.security.JwtAuthenticationFilter - Header: null 
24-06-13 12:50:13.647 [main] INFO  c.E.security.JwtAuthenticationFilter - Invalid Authorization header. 
24-06-13 12:50:13.685 [main] INFO  c.E.security.JwtAuthenticationFilter - Header: null 
24-06-13 12:50:13.685 [main] INFO  c.E.security.JwtAuthenticationFilter - Invalid Authorization header. 
